Region (Bhf);Techn. Platz (Bhf);Bezeichnung (Bhf);Bezeichn. TP (EQ);Equipment (EQ);Bezeichnung (EQ);Postleitzahl (EQ);Ort (Bhf);Standort EQ;Hersteller (EQ);Baujahr (EQ);Klassenbezeichnung;ANTRIEBSART;ANZAHL_HALTESTELLEN;ANZAHL_TUEREN_KABINE;ANZAHL_TUEREN_SCHACHT;FOERDERGESCHWINDIGKEIT;FOERDERHOEHE;LAGE;TRAGKRAFT;ERWEITERTE_ORTSANGABE;MIN_TUERBREITE;KABINENTIEFE;KABINENBREITE;KABINENHOEHE;AUSFTEXTLICHEBESCHREIBUNG;TUERHOHE;FABRIKNUMMER;TUERART;GEOKOORDINATERECHTSWERTNEU;GEOKOORDINATEHOCHWERTNEU;NAMEGEMAESSWEGELEITSYSTEM;VERKEHRENDEVERKEHRSMITTEL
1;1787;Feuerbachstraße;Bahnsteig 1-2;10432051;AZ Gl. 1-2 / Fabrik-Nr: 284009043;12163;Berlin;;Thyssen Krupp;2009;Personenaufzüge;SEIL;2;2;2;10000;51700;AUßEN;10500000;"GL1/2;AUSGANG";10000000;21000000;11000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;284009043;ZS2;13,3328503;52,4637837;;
6;4001;Maubach;Bahnsteig 02;10477336;PAufzug_HA0357_Bstg.2;71522;Backnang;;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;2;10000;41300;;10000000;;;;;;zu Gleis 2;;287212020;;9,4195835;48,9262908;;
5;1851;Frankfurt (Main) Mühlberg;S-Bahnsteig;10019908;Personenaufzug HA 027   46101-001;60599;Frankfurt am Main;;Schindler GmbH;1991;Personenaufzüge;SEIL;3;1;3;;121700;INTEGRIERT;6300000;;;;;;zu Gleis 1/2 (S-Bahn);;;;8,7007623;50,1018578;;
3;2765;Hildesheim Hbf;Bahnsteig Gleis 2/3 Mittelbereich;10030070;Personenaufzug Bstg Gl 2/3;31134;Hildesheim;PERSONENTUNNEL-BSTG GL 2;Tepper Aufzüge GmbH;1998;Personenaufzüge;HYDRAULISCH;2;1;1;6000;40000;NEBEN;10000000;;;;;;zu Gleis 2/14;;;;9,9524311;52,1600101;;
3;3488;Hannover-Messe / Laatzen;Empfangshalle;10100088;Personenaufzug Nr.21260 DB Lounge;30880;Laatzen;BAHNHOFSHALLE;Tepper Aufzüge GmbH;1999;Personenaufzüge;HYDRAULISCH;3;1;3;4000;96000;;13500000;;12000000;14000000;21000000;22000000;DB Lounge;21000000;21260;ZS2;9,7935978;52,3173433;;
2;2636;Heidenau;Bahnsteigbereich;10455109;Personenaufzug Bstg 1- 4;1809;Heidenau;;Thyssen Krupp;2002;Personenaufzüge;HYDRAULISCH;2;2;2;4000;42200;;10500000;;;;;;zu Gleis 1-4;;;;13,8593341;50,9810482;;
3;6845;Wohltorf;S-Bahnsteig Gleis 1/2;10222273;Personenaufzug HA 131;21521;Wohltorf;TUNNEL/BSTG;Thyssen Krupp;2002;Personenaufzüge;SEIL;2;2;2;10000;47000;;10500000;;10000000;21000000;11000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;;;10,2779104;53,5205516;;
5;1866;Frankfurt (Main) Hbf;C Ebene;10020637;Personenaufzug HA 130    46101-030;60329;Frankfurt am Main;C-EBENE <=> VORPLATZ NORD;Paul Schmidt;1976;Personenaufzüge;HYDRAULISCH;3;1;3;4000;102100;INTEGRIERT;15000000;;;;;;von EG zu C-Ebene;;;;8,66277;50,10794;;
7;828;Brannenburg;Personenaufzug;10236244;Personenaufzug HA 0217 *inaktiv*;83098;Brannenburg;BAHNSTEIG 2/3;OTIS GmbH & Co. OHG;1999;Personenaufzüge;HYDRAULISCH;2;1;2;5900;50000;BAHNSTEIG 2/3;13500000;MITTELBAHNSTEIG;10000000;16000000;13500000;22000000;zu Gleis 2/3;21000000;47KK7497;ZS2;12,1072814;47,7409185;;
7;4235;München Heimeranplatz;Bahnsteig 2, Gl.1/2, S7 Ri.Wolfratshause;10427641;HA 1045 Personenaufzug Gleis 1/2;80339;München;BSTG.2, GL.1/2,RI.WOLFRATSH.;OTIS GmbH & Co. OHG;2009;Personenaufzüge;SEIL;2;2;2;10000;67500;ZW. BSTG. + AUSG.. GARM.-STR.;14000000;BAHNSTEIGMITTE;;;;;zu Gleis 1/2 (S-Bahn);;;;11,5321003;48,1327356;;
5;240;Bacharach;Bahnsteig 2;10501084;Aufzug ( HA MZ 01 Gl. 2/3);55422;Bacharach;AUFZUG BSTG 2 MITTELBAHNSTEIG;Thyssen Krupp;2015;Personenaufzüge;SEIL;2;2;2;10000;77960;;10500000;;;;;;zu Gleis 2/3;;283 013 078;;7,7698319;50,055725;;
5;3898;Mainz Hbf;Bahnsteig 1;10545399;Personenaufzug Nr 7 (HA MZ 101);55116;Mainz;GLEIS 1 NORD;ThyssenKrupp;2016;Personenaufzüge;SEIL;4;;4;10000;104370;;14500000;;;;;22500000;zu Gleis 1 Abschnitt C/D;21000000;;;8,2588243;50,001422;;
6;4451;Neustadt (Schwarzw);Neustadt, Bahnsteig 2/3;10501796;Neustadt Aufzug Bahnsteig 2/3;79822;Neustadt;BAHNSTEIG 2;Schindler;2019;Personenaufzüge;SEIL;2;2;2;10000;38180;;10500000;;;;;;zum Gleis 2;;11201676;;8.21068847;47.910407;;
3;868;Bremerhaven Hbf;Bahnsteig 4/5;10444152;Personenaufzug Gl. 4/5 (47NAK817);27570;Bremerhaven;BAHNSTEIG 4/5;OTIS GmbH & Co. OHG;2010;Personenaufzüge;SEIL;2;2;2;3000;46100;INTEGRIERT;30000000;;;;;;zu Gleis 4/5;;47NAK817;;8,599674;53,5350914;;
5;1866;Frankfurt (Main) Hbf;C Ebene;10020636;Personenaufzug HA 133    46101-029;60329;Frankfurt am Main;C-EBENE <=> VORPLATZ SÜD;Paul Schmidt;1976;Personenaufzüge;HYDRAULISCH;3;1;3;4000;69800;INTEGRIERT;15000000;;;;;;von EG zu C-Ebene;;;;8,66277;50,10794;;
7;4593;Nürnberg Hbf;BT Ost 5.001-042 5.089-103 5.200-210;10378159;Aufzug Zugang Kantine;90443;Nürnberg;INTERNER AUFZUG DB GASTRO;;2002;Personenaufzüge;SEIL;;;;;;;;;;;;;Nicht Reisendenrelevant;;;;11.08276;49.44631;;
2;1891;Freiberg (Sachs);Freiberg Bahnsteig 1 / Haus-Bstg.;10021339;Personenaufzug - Bstg. 1;9599;Freiberg;BAHNSTEIG 1;OTIS GmbH & Co. OHG;1998;Personenaufzüge;HYDRAULISCH;2;1;2;4100;54000;INNEN;6300000;;;;;;zu Gleis 1;;;;13,3442092;50,9087599;;
1;4859;Berlin Südkreuz;Fernbahnsteig A Erdgeschoss Gl. 7/ 8;10315229;AZ Gl. 7/8 - Ring-Bstg. / F-Nr: 5944003;12101;Berlin;GLEIS 7 / 8;Kone;2005;Personenaufzüge;SEIL;2;2;3;10000;88500;BAHNSTEIG 1 / 2;10000000;"RINGBAHNSTG;GL7/8";10000000;22500000;9600000;22900000;von Gleis 7/8 zu Gleis 11/12;21000000;5944003;ZS2;13,3656621;52,4753964;;
4;6689;Werne (a d Lippe);Personenaufzug zum Bst;10335679;HA   Personenaufzug;59368;Werne (a. d. Lippe);;Schmersal Aufzugsservice;2005;Personenaufzüge;SEIL;2;;;;40000;;;;;;;;zu Gleis 1/2;;;;7,6230395;51,6691652;;
3;1145;Dedensen / Gümmer;Bahnsteig Gleis 2/3;10084523;Personenaufzug Nr. 21257 Bstg Gl 2/3;30926;Seelze;BSTG GL 2/3;Tepper Aufzüge GmbH;1999;Personenaufzüge;HYDRAULISCH;2;2;2;3900;44700;;10000000;;;21000000;11000000;23600000;zu Gleis 2/3;21000000;;;9,5215878;52,4068888;;
6;6279;Tübingen Hbf;Bahnsteig 1;10455221;PAufzug_HA0387_Bstg.1;72072;Tübingen;BSTG.1;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;;;;;10500000;;;;;;zu Gleis 1/13;;;;9,0553039;48,5158556;;
3;1941;Friedrichsberg;S-Bahnsteig (Gleis 1/2);10458728;Personenaufzug HA 073;22049;Hamburg;BSTGAUSGANG;ThyssenKrupp Aufzüge GmbH;2011;Personenaufzüge;SEIL;2;1;2;10000;62600;AUßEN;10000000;;10000000;21000000;11000000;22500000;zu Gleis 1/2 (S-Bahn);21000000;281010061;;10,0574187;53,576088;;
3;2513;Hamburg Dammtor;Fernbahnsteig, Gl. 3/4;10467959;Personenaufzug HA 127 (Gleis 3/4 Fernb.);20354;Hamburg;FERNBAHNSTEIG GL 3/4;ThyssenKrupp Aufzüge GmbH;2011;Personenaufzüge;SEIL;2;;;10000;95200;;9000000;;10000000;16000000;12000000;22500000;zu Gleis 3/4 Abschnitt A;21000000;281010053;;9,9898759;53,5605071;;
6;6292;Tuttlingen;Bahnsteig 01 (Gleis 1);10556569;Bstg. 1, Personenaufzug (20048438);78532;Tuttlingen;BAHNSTEIG 01;Schindler;2017;Personenaufzüge;SEIL;2;2;2;10000;40810;;6750000;;;;;;zu Gleis 1;;20048438;;8,799024;47,980394;;
1;2691;Hennigsdorf (b Berlin);Personentunnel  01;10611240;AZ Nr 20054891 Bstg GL 6/7;16761;Hennigsdorf;;;2018;Personenaufzüge;SEIL;2;;;;;;;;;;;;;;;;;;;
1;528;Berlin-Gesundbrunnen;Fernbahnsteig D Gleis 7/8;10312990;AZ Gl. 7-8 / Fabrik-Nr: 281332;13357;Berlin;;Schindler GmbH;2005;Personenaufzüge;SEIL;3;1;3;10000;124300;AUSSEN;16000000;"UG;GL7/8;AUSGANG";10000000;23000000;14000000;23000000;EG - Gleis 7/8 - UG;21000000;281332;ZS2;13,3891877;52,5485649;;
1;542;Berlin-Halensee;Bahnsteig;10193284;AZ Gl. 1-2 / Fabrik-Nr: 284008089;10711;Berlin;;Thyssen Krupp;2009;Personenaufzüge;SEIL;2;2;2;10000;48000;AUßEN;10500000;"GL1/2;AUSGANG";10000000;22600000;11000000;22000000;zu Gleis 1/2  (S-Bahn);21000000;284008089;ZS2;13,2897578;52,4965684;;
7;5697;Schwabach-Limbach;S-Bahn Mittelbahnsteig 228 / 222 mtr.;10097082;Personenaufzug S-Bstg (HA4003);91126;Schwabach;ZUGANG STRAßE/BAHNSTEIG;OTIS GmbH & Co. OHG;2001;Personenaufzüge;HYDRAULISCH;2;2;2;4000;62800;GLEIS 2/3;10500000;BAHNSTEIGENDE NORD;9000000;21000000;11000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;47KP2418;ES2;11,0449795;49,3386363;;
2;1352;Dresden-Neustadt;Insel-Bahnsteig 5/6;10468411;Personenaufzug Bstg 5/6 Neu;1097;Dresden;;Schindler GmbH;2012;Personenaufzüge;SEIL;2;1;2;10000;49100;;10500000;;;;;;zu Gleis 5/6 Abschnitt B/C;;;;13,7402429;51,0657885;;
5;4743;Offenbach (Main) Ost;Bahnsteig Gleis 2/3;10469255;Personenaufzug   HA 247    46101;63075;Offenbach (Main);BSTG. 2/3;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;70000;;6750000;;;;;;zu Gleis 2/3;;;;8,7840913;50,1026867;;
3;7179;Langenhagen-Mitte;Bahnsteig Gleis 2/3;10093602;Personenaufzug Nr. 21275 Bstg Gl 2/3;30853;Langenhagen;BSTG GL 2/3;Tepper Aufzüge GmbH;1999;Personenaufzüge;HYDRAULISCH;2;1;2;4000;51500;;11000000;;10000000;21000000;11000000;22000000;zu Gleis 4;21000000;21275;ZS2;9,726005213;52,44077596;;
6;4638;Oberesslingen;Verkehrsflächen;10495188;PAufzug_HA1501_Bhf. Vorplatz bei EG;73730;Esslingen am Neckar;VORPLATZ NEBEN EMPFANGSGEBÄUDE;Schindler GmbH;2015;Personenaufzüge;SEIL;2;2;;10000;41100;;10000000;;;;;;von EG zu Tunnel;;10754877;;9,32708;48,7303;;
3;4993;Poppenbüttel;S-Bahnsteig Gleis 1/2;10467954;Personenaufzug HA 070;22045;Hamburg;S-BAHNSTEIG;ThyssenKrupp Aufzüge GmbH;2012;Personenaufzüge;SEIL;2;;;10000;50300;;10500000;;10000000;21000000;11000000;22500000;zu Gleis 1/2 (S-Bahn);21000000;281011068;;10,0938365;53,6518199;;
2;8018;Leipzig-Engelsdorf;Engelsdorf / Bstg. 1 - Richtg. Dresden;10122220;Personenaufzug Bstg. 1;4329;Leipzig;;Aufzugsbau Dresden;2001;Personenaufzüge;INDIREKT HYDRAULISCH;2;2;2;4100;;;10500000;;;;;;zu Gleis 1;;;;12,4790481;51,3438148;;
1;5023;Prenzlau;Bahnsteig GL 1(Hausbahnsteig);10472682;Az Gl.1 Fabriknr.:284011082;17291;Prenzlau;VOM BSTG IN DIE PU/AUSG STADT;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;46570;AUßEN;10500000;"BSTG. 2;PU";9000000;21000000;10000000;23000000;zu Gleis 1;21000000;284011082;ZS2;13,8661564;53,3211388;;Regionalverkehr
4;6914;Wuppertal Hbf;Empfangshalle untere Ebene Mall;10597261;Aufzug A Mall zum Bussteig 4+5;42103;Wuppertal;EMPFANGSHALLE LINKS;Flügel&Klement GmbH;2017;Personenaufzüge;SEIL;3;2;2;10000;;UNTEN;10000000;;;;;;zum Bussteig 4+5;;DN 14066-A;ES2;7,1506444;51,2552102;;
3;2518;Hamburg-Bergedorf;Mittelbahnsteig 01 Gleis 1/2;10435731;Personenaufzug HA 056  (Gleis 1/2);21029;Hamburg;TUNNEL, ZUGANG BSTG. 1;ThyssenKrupp Aufzüge GmbH;2010;Personenaufzüge;SEIL;2;2;4;10000;47600;AUßEN;9000000;;10000000;17000000;12000000;22000000;zu Gleis 1/2 Abschnitt F;21000000;281009058;;10,2062254;53,4896814;;
5;1612;Eppelborn;Mittelbahnsteig Gl. 2/3;10692934;Aufzug Bahnsteig Gl. 2/3;66571;Eppelborn;PROJ G.011530036;Schindler Aufzüge und Fahrtrep;2019;Personenaufzüge;SEIL;2;2;2;10000;45980;;10500000;;;;;22000000;;21000000;11176378;ZS2;6.967506;49.408773;;
7;6252;Treuchtlingen;Bahnsteig 03 (Gl 4/5) 370 mtr.;10283331;Peronenaufzug Bstg 3 Gl 4/5 (HA4118);91757;Treuchtlingen;BSTG 3;ThyssenKrupp Aufzüge GmbH;2003;Personenaufzüge;HYDRAULISCH;2;2;2;;45000;GLEIS 4/5;10500000;BAHNSTEIGMITTE;9000000;21000000;11000000;21000000;zu Gleis 4/5;21000000;252522711;ES2;10,9081669;48,9613536;;
5;6793;Winden (Pfalz);"Bahnsteig 2; Gl.2/3";10127043;Aufzug Bstg.2;76872;Winden;PERSONENAUFZUG BSTG 2;Schindler GmbH;2007;Personenaufzüge;SEIL;2;2;2;10000;;BSTG ZUR PERSONENUNTERFÜHRUNG;;;;;;;zu Gleis 2/3;;;;8,122385667;49,09494265;;
1;4363;Neubrandenburg;Bahnsteig 01;10505943;AZ Bstg.01/02 FabNr.11133449;17033;Neubrandenburg;BAHNSTEIG 1;Schindler GmbH;2018;Personenaufzüge;SEIL;2;2;4;10000;50000;AUßEN;6300000;"PU; BSTG.2/4";10000000;16500000;14000000;22000000;zu Gleis 2/4;21000000;11133449;ZS2;13.261634;53.561823;;
1;970;Bundesplatz;Bahnsteig;10194044;AZ Gl. 1/2-U-Bahn (Ri ZOO)/Nr: 244086067;10715;Berlin;;Thyssen Krupp;2004;Personenaufzüge;SEIL;3;2;3;6000;140000;AUßEN;14250000;"GL1/2;AUSGANG;U-BAHN";10000000;21000000;14000000;22000000;Gleis 1/2 (S-Bahn) - EG - U9;20000000;244086067;ZS2;13,3282478;52,4776297;;
1;5131;Rathenow;Außenbahnsteig Gl.3 Ri Brandenburg;10332587;Az Gl. 3 Fabrik.Nr.:47NAF188;14712;Rathenow;BSTG 3 ZUM PTU;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;2;2;10000;42400;BSTG ENDE;10250000;BSTG ENDE;10050000;22100000;10900000;22000000;zu Gleis 3;21000000;47NAF188;ZS2;12,3551254;52,5993035;AUFZUG GLEIS 3;Regionalverkehr
3;3855;Lüneburg;Mittelbahnsteig 03 Gleis 4/5;10040373;Personenaufzug HA 088  (Gleis 4/5);21337;Lüneburg;GLEIS 4/5;Tepper Aufzüge GmbH;2002;Personenaufzüge;SEIL;2;1;2;7000;41600;TUNNEL/BAHNSTEIG;9000000;;10000000;17000000;11000000;22000000;zu Gleis 4/5;21000000;;;10,4201246;53,2496284;;
4;5004;Wülfrath-Aprath;Bahnsteig 2 (Ri Essen);10256020;Aufzug HA 0011 Gl 2 Ost;42489;Wülfrath;BSTG 2 RI ESN;Thyssen Krupp;2001;Personenaufzüge;HYDRAULISCH;2;2;2;5000;63900;;10500000;;10310000;17930000;14010000;21540000;zu Gleis 2;20900000;244219715;ZS2;7,0726917;51,2683718;;
3;4787;Osnabrück Hbf;Maschienenraum Fahrstuhl FKA;10049722;Aufzug Fka (Ord.Nr. 650) GL.19 (82/2745);49074;Osnabrück;FKA.HALLE/ERG-1UG/GL.19;C.Haushahn GmbH&CO.-Stuttgart;1982;Personenaufzüge;HYDRAULISCH;2;2;3;2800;29200;HALLE EG. ( RZ ) - 1UG / GL.19;6500000;;;;;;zu Gleis 19;;82/2745;;8,06106;52,27286;;
5;296;Bad Kreuznach;Bahnsteig 3;10489237;Personenaufzug Bstg. 3  HA 15;55543;Bad Kreuznach;PERSONENAUFZUG BSTG. 3;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;2;10000;43750;OBEN ÜBER;10500000;;;;;;zu Gleis 4/5;;;;7,86687;49,8425;;
4;3320;Köln Hbf;BGS;10035562;HA 1139 Personenaufzug MF 1-25;50667;Köln;HBF I D B-PASSG I BGS-WACHE;THYSSEN;1998;Personenaufzüge;INDIREKT HYDRAULISCH;2;2;2;6300;88000;;10000000;;;;;;PA in der BuPol Wache;;;;6.95802;50.94345;;
3;6408;Verden (Aller);Gleis 2/3;10318052;Personenaufzug Gl.2/3 (47KAA176);27283;Verden (Aller);GLEIS 2/3;OTIS GmbH & Co. OHG;2005;Personenaufzüge;SEIL;2;2;4;10000;47700;;10500000;;;;;;zu Gleis 2/3;;47KAA176;;9,2376663;52,9211951;;
6;4612;Nürtingen;Zuwegung;10313574;PAufzug_HA0385_Bf Vorplatz;72622;Nürtingen;BF VORPLATZ;Schindler GmbH;2000;Personenaufzüge;SEIL;2;;;;38800;;10500000;;;;;;von EG zu Tunnel;;;;9,34225;48,62811;;
5;4471;Nidda;Bahnsteig Gl. 1;10420552;Personenaufzug HA 350;63667;Nidda;GLEIS 1;Thyssen Krupp;2009;Personenaufzüge;SEIL;2;2;;;30000;;10500000;;;;;;zu Gleis 1;;;;8,999361;50,4110917;;
6;6806;Winterbach (b Schorndorf);Überführung als Bahnsteigszugang;10277697;PAufzug_HA0345_Bstg.1, Gl.1;73650;Winterbach;;Thyssen Krupp;2003;Personenaufzüge;SEIL;2;2;2;;;;;;;;;;zu Gleis 1;;240712232;;9,4819676;48,7985441;;
2;1972;Fröttstädt;Bahnsteig 2;10502478;Personenaufzug Bstg 2;99880;Fröttstädt;GLEIS 2/3;Schindler Aufzüge;2017;Personenaufzüge;SEIL;2;1;2;;;;;;;;;;Bahnsteig 2;;;;10,5727695;50,9307435;;
7;4246;München-Allach;Bahnsteig 1, (A);10283429;HA 0010 Personenaufzug  Bstg 1;80999;München;BAHNSTEIG 1;Thyssen Krupp;2003;Personenaufzüge;SEIL;2;2;2;10000;47600;INTEGRIERT;14500000;BAHNSTEIGMITTE;11000000;21000000;14000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;252512110;ZS2;11,4679999;48,190008;;
7;2422;Günzburg;Bahnsteig 03;10350772;Aufzug 3 HA 3019;89312;Günzburg;BSTG. GL. 4/5;Thyssen Krupp;2005;Personenaufzüge;SEIL;2;2;2;;44200;BAHNSTEIG;14500000;UNTERFÜHRUNG;10000000;21000000;14000000;22000000;zu Gleis 4/5;21000000;287403010;ES2;10,27933543;48,46074819;;
3;2797;Stellingen;S-Bahnsteig Gleis 1/2;10314152;Personenaufzug HA 033;22525;Hamburg;TUNNEL/BSTG;OTIS GmbH & Co. OHG;2005;Personenaufzüge;SEIL;2;2;2;10000;56100;;6750000;;10000000;14000000;11000000;23000000;zu Gleis 1/2 (S-Bahn);21000000;47KAE079;;9,9183585;53,5897485;;
6;4745;Offenburg;Offenburg, Bahnsteig 3 Gleis 5/6;10258540;PAufzug_Offenburg_Bstg. 3;77652;Offenburg;BSTG. 3 GLEIS 5/6;Thyssen Krupp;2003;Personenaufzüge;SEIL;2;2;2;10000;44940;;10500000;;;;;;zu Gleis 5/6;;;;7,9464148;48,4757036;;
6;1899;Freiburg-Wiehre;Frb-Wiehre, Bahnsteig 2/3;10501614;FR-Wiehre Aufzug zum Bahnsteig 2;79102;Freiburg;BAHNSTEIG 2;Schindler;2019;Personenaufzüge;SEIL;2;2;2;10000;39100;;10500000;;;;;;zum Gleis 2/3;;11151310;;7.854661;47.982376;;
5;2892;Homburg (Saar) Hbf;Bahnsteig 3/4;10354590;Personenaufzug Gl. 3/4 46101-002;66424;Homburg (Saar);HA 0012;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2;2;2;10000;37300;;13000000;;;;;;zu Gleis 2/3;;;;7,3368243;49,3278268;;
2;6950;Wurzen;Bf Wurzen Bahnsteig 2;10202027;Personenaufzug / Bstg. 2;4808;Wurzen;;Aufzugsbau Dresden;2001;Personenaufzüge;SEIL;2;2;2;10000;;AUßEN;10500000;;;;;;zu Gleis 2/3;;;;12,7383141;51,3642336;;
1;5012;Potsdam Hbf;Inselbahnsteig, Gleis 6/7 (C);10508142;Az Gleis 6/7 Fabrik.Nr.: 20055033-2;14473;Potsdam;GLEIS 6/7;;2019;Personenaufzüge;SEIL;2;2;2;10000;61650;GLEIS 6/7;10000000;AZ ZU GL 6/7;10000000;21000000;11000000;22000000;zu Gleis 6/7;21000000;20055033-2;ZS2;13,0667351;52,3917825;Aufzug zu Gl. 6/7;S-Bahnverkehr
1;1741;Rostock Evershagen;Technikraum Aufzug;10438602;AZ (Bstg.1/2-Brücke) Nr.47KAL835;18106;Rostock;BAHNSTEIG UND ÜBERFÜHRUNG;OTIS GmbH & Co. OHG;2010;Personenaufzüge;SEIL;2;1;2;10000;54700;AUßEN;7000000;"GL1;GL2; PÜ1OG";9000000;14000000;11000000;22000000;zu Gleis 1/2;20000000;47KAL835;ZS2;12,0682244;54,1239077;;
3;3741;Lingen (Ems);Bahnsteig 2;10448270;Personenaufzug Gl. 2 (282209017);49809;Lingen;GLEIS 2;Thyssen Krupp;2009;Personenaufzüge;SEIL;2;1;2;10000;47500;BSTG 2;10500000;BAHNSTEIG 2 ZUR PU;10000000;22500000;9500000;22000000;zu Gleis 2;21000000;282209017;;7,322403607;52,5206628;;
6;1234;Ditzingen;Verkehrsflächen;10463735;PAufzug_HA0312_Bstg.1, Bhf. Vorplatz;71254;Ditzingen;BSTG.1 FABR.NR.287010135;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;;10000;73000;;6750000;;;;;;von EG zu Brücke;;287010135;;9,067585;48,8237435;;
3;6805;Winsen (Luhe);Mittelbahnsteig Gleis 3/4, Ri Lbg.;10478167;Personenaufzug HA 1208   (Gleis 2/3);21423;Winsen (Luhe);BAHNSTEIG GL 2/3;ThyssenKrupp Aufzüge GmbH;2013;Personenaufzüge;SEIL;2;1;2;10000;48800;;10000000;;10000000;21000000;11000000;22000000;zu Gleis 3/4;21000000;281012033;;10,2086659;53,3533419;;
3;5955;Stadthausbrücke;A.U3. + C.U3. S-Bahnsteig Gleis 1/2 (-3);10487761;Personenaufzug HA 1207;20354;Hamburg;;ThyssenKrupp Aufzüge GmbH;2013;Personenaufzüge;SEIL;2;2;2;10000;129700;;10500000;;10000000;21000000;11000000;22500000;zu Gleis 1/2 (S-Bahn);21000000;281013015;;9,9839864;53,5494215;;
1;4777;Oranienburg;Bahnsteig B GL 26/28;10049573;Az Gl.26/28 Fabr. Nr. 244 099 710;16515;Oranienburg;BSTG GL 26/28 ZUR PU;Thyssen Krupp;1999;Personenaufzüge;HYDRAULISCH;2;1;2;5000;45200;NEBEN;14250000;"GL 26/28 ; PU";10000000;21000000;14000000;23000000;zu Gleis 26/28;21000000;244099710;ZS2;13,2488812;52,7544165;;Regionalverkehr
5;1854;Frankfurt am Main Stadion;Personenunterführung (alt);10315764;Personenaufzug HA 188  46101-003     NEU;60528;Frankfurt am Main;GLEIS 6/7;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;2;2;;;INTEGRIERT;10500000;;;;;;zu Gleis 6/7;;;;8,6326516;50,0682841;;
3;2514;Hamburg Hbf;Fernbahnsteig 4, Gl. 7/8;10028028;Personenaufzug HA 017  (Gleis 7/8);20099;Hamburg;"BAHNSTEIG 4; NORDSEITE";OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;3;1;3;10000;94200;INTEGRIERT;13500000;;9000000;21000000;14000000;21000000;zu Gleis 7/8 Abschnitt E;20000000;47KAE860;;10,006531;53,553256;;
6;6087;Stuttgart-Vaihingen;Bahnsteig 02;10556571;PAufzug_HA0364_Bstg.2;70563;Stuttgart;;Schindler Aufzüge GmbH;2017;Personenaufzüge;SEIL;2;;;;47200;;6300000;;;;;;;;10956067;;9,1128794;48,726288;;
4;768;Bonn-Bad Godesberg;Bahnsteig 01 (Mittelbahnsteig (Gl.1/4);10500442;Personenaufzug Bstg. 1 Gleis 4/1;53173;Bonn;;Schindler;2018;Personenaufzüge;SEIL;2;2;2;10000;46300;;10500000;;900000;;;21000000;;2000000;10920647;;7,1595619;50,6837783;;
6;2629;Heidelberg-Altstadt;Bahnsteig 02;10265100;PAufzug_Thyssen 23 13 22 086_Bstg.2;69118;Heidelberg;BAHNSTEIG 2;Thyssen Krupp;2003;Personenaufzüge;SEIL;2;2;2;10000;41080;AUßEN;10500000;BAHNSTEIG 2;;;;;zu Gleis 2;;231322086;;8,720427779;49,41493234;;
2;5450;Saalfeld (Saale);Bahnsteig 1  Gleis 1/2;10068238;Personenaufzug;7318;Saalfeld (Saale);PERSONENTUNNEL BAHNSTEIG 1-2;Thyssen Krupp;1997;Personenaufzüge;HYDRAULISCH;2;1;2;4000;44000;;10000000;;;;;;zu Gleis 1/2;;;;11,37431653;50,65042575;;
4;3491;Lage (Lippe);Bahnsteig 3;10506303;Personenaufzug Gleis 4/5;32791;Lage;BAHNSTEIG 4/5;Schindler GmbH;2016;Personenaufzüge;SEIL;2;2;2;10000;47900;;10500000;;;;;;zu Gleis 4/5;;;;8,80115;51,99195;;
5;5454;Saarbrücken-Burbach;Bahnsteig Gl. 2/3;10483099;Personenaufzug Bstg<-->FÜ (Stadt)    #17;66115;Saarbrücken;;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;2;10000;85400;AUßEN;10500000;;;;;;zu Gleis 2/3;;;;6,9565507;49,2421823;;
3;5913;Sottrum;Bahnsteig  1;10493538;Personenaufzug Gl.1 (281313008);27367;Sottrum;RICHTUNG BREMEN GL.1;Thyssen Krupp;2014;Personenaufzüge;SEIL;2;1;2;;;;10000000;;;;;;zu Gleis 1;;281313008;;9,2496255;53,1013811;;
6;2814;Hockenheim;Bahnsteig 1;10501553;PA_Bstg.1_Schindler_10996510;68766;Hockenheim;BAHNSTEIG 1;Schindler;2017;Personenaufzüge;SEIL;2;2;2;;;;;ZU GLEIS 1;;;;;zu Gleis 1;;10996510;;8,5373678;49,3174014;;
